kind	count	slot_min	bytes	chars	first	text
dialog	1		17	7	TWN_SEEK+0041AB	)<1D><1A><01>シーカーの里
dialog	1		13	5	TWN_ZOAH+00B27B	)<1D><1A><01>ゾアの街
dialog	1		11	4	TWN_EXCA+000C7F	)<1D><1A><01>発掘所
dialog	1		16	8	TWN_CAMP+00D905	)当やばい男だぜ
ui	1		17	8	FLAGEDIT+000340	000エッジ負傷
ui	1		27	13	FLAGEDIT+000351	002エッジ意識を取り戻す
ui	1		19	9	FLAGEDIT+00036C	004ドラゴン登場
ui	1		15	7	FLAGEDIT+00037F	006発掘所へ
ui	1		17	8	FLAGEDIT+00038E	008隊長の遣言
ui	1		29	14	FLAGEDIT+00039F	011追われるガッシュを発見
ui	1		25	12	FLAGEDIT+0003BC	014ガッシュとの出会い
ui	1		37	18	FLAGEDIT+0003D5	016ドラゴン伝承をガッシュから聞く
ui	1		23	11	FLAGEDIT+0003FA	022ガッシュとの別れ
ui	1		29	14	FLAGEDIT+000411	024「クレイメン艦隊」の噂
ui	1		35	17	FLAGEDIT+00042E	029アーウェン艦を撃破〜AD登場
ui	1		25	12	FLAGEDIT+000451	034パエットからの依頼
ui	1		25	12	FLAGEDIT+00046A	040帝国軍に拿捕される
ui	1		19	9	FLAGEDIT+000483	041帝国軍の尋問
ui	1		21	10	FLAGEDIT+000496	043シーカーの襲撃
ui	1		23	11	FLAGEDIT+0004AB	049ガッシュとの再会
ui	1		23	11	FLAGEDIT+0004C2	052パエットとの交渉
ui	1		19	9	FLAGEDIT+0004D9	053透視版の映像
ui	1		27	13	FLAGEDIT+0004EC	054ツァスタヴァ少尉登場
ui	1		17	8	FLAGEDIT+000507	057AD登場2
ui	1		17	8	FLAGEDIT+000518	059ウル地下へ
ui	1		23	11	FLAGEDIT+000529	060アゼルとの出会い
ui	1		23	11	FLAGEDIT+000540	067エレベーター乗る
ui	1		19	9	FLAGEDIT+000557	068アゼルの独白
ui	1		17	8	FLAGEDIT+00056A	071再会の予感
ui	1		21	10	FLAGEDIT+00057B	072パエットと空へ
ui	1		23	11	FLAGEDIT+000590	074帝国からの先遣隊
ui	1		25	12	FLAGEDIT+0005A7	078バイマンからの依頼
ui	1		21	10	FLAGEDIT+0005C0	087バイマンの陰謀
ui	1		31	15	FLAGEDIT+0005D5	089クレイメン部下深夜の襲撃
ui	1		29	14	FLAGEDIT+0005F4	090Aメル=カヴァが見える
ui	1		23	11	FLAGEDIT+000611	090遣産の見せたもの
dialog	1		19	9	TWN_ZOAH+033A72	10000Dnで売る
dialog	1		11	5	TWN_CARA+016EB9	1000Dn
dialog	1		17	8	TWN_ZOAH+039D65	1000Dnで買う
dialog	1		19	9	TWN_ZOAH+0131E5	100Dnでいいんだ
dialog	1		11	5	TWN_ZOAH+022C6C	10Dn払う
ui	1		37	18	FLAGEDIT+000628	117アゼル助けるエッジ／帝国軍登場
ui	1		13	6	FLAGEDIT+00064D	118街消滅
ui	1		31	15	FLAGEDIT+00065A	120クレイメン艦登場(前半)
ui	1		31	15	FLAGEDIT+000679	121クレイメン艦登場(後半)
ui	1		23	11	FLAGEDIT+000698	122クレイメンの告白
ui	1		35	17	FLAGEDIT+0006AF	127アゼルの覚醒／クレイメンの死
ui	1		23	11	FLAGEDIT+0006D2	128攻性生物対帝国軍
ui	1		21	10	FLAGEDIT+0006E9	134シーカーの正体
ui	1		21	10	FLAGEDIT+0006FE	135アゼル目覚める
ui	1		17	8	FLAGEDIT+000713	137帝国軍襲来
ui	1		19	9	FLAGEDIT+000724	142アゼルの説得
ui	1		19	9	FLAGEDIT+000737	144アゼルの決意
ui	1		15	7	FLAGEDIT+00074A	150塔再潜入
ui	1		27	13	FLAGEDIT+000759	152エッジとアゼルの別れ
ui	1		27	13	FLAGEDIT+000774	153セストレンへ、塔爆破
ui	1		25	12	FLAGEDIT+00078F	155＿1戦闘ムービー1
ui	1		25	12	FLAGEDIT+0007A8	155＿2戦闘ムービー2
ui	1		25	12	FLAGEDIT+0007C1	155＿3戦闘ムービー3
ui	1		25	12	FLAGEDIT+0007DA	155＿4戦闘ムービー4
ui	1		25	12	FLAGEDIT+0007F3	155＿5戦闘ムービー5
ui	1		23	11	FLAGEDIT+00080C	159ドラゴンとの別れ
ui	1		35	17	FLAGEDIT+000823	160荒野にてエッジを待つガッシュ
dialog	1		106	51	BTL_T0+053939	1ゲージ以上たまっていれば\nコマンドアイコンを開き\nその時にたまっているゲージ量で\n可能な行動を選択できる。
dialog	1		37	18	FLD_B6+00AB5B	1号、2号貯水層の注水を開始します…
dialog	1		11	5	FLD_B6+00B234	1号貯水層
dialog	1		31	15	FLD_C8+01416E	1階まで降りれば、最上層までの
dialog	1		9	4	TWN_ZOAH+032F70	200Dn
dialog	1		11	5	FLD_B6+00B245	2号貯水層
dialog	1		24	10	FLD_B5+00908E	3つの<03><05>プロテクトキー<03>
dialog	1		11	5	FLD_B6+00B256	3号貯水層
dialog	1		9	4	TWN_ZOAH+01A9E6	500Dn
dialog	1		15	7	TWN_ZOAH+03351A	500Dnで買う
dialog	1		23	11	BTL_B2+04FC98	50年前にここに落ちた
dialog	1		15	7	TWN_ZOAH+039F31	800Dnで買う
dialog	1		17	8	TWN_ZOAH+033867	9000Dnで売る
dialog	1		10	4	TWN_CARA+017052	<!87>令が出た
dialog	1		33	15	TWN_ZOAH+02EFA3	<!8B><01>(こちらに気づく様子もない…)
dialog	1		12	5	TWN_CAMP+00F287	<!9C>変わったね
dialog	1		14	6	TWN_ZOAH+00EB15	<!9C>安置されとる
dialog	1		8	3	TWN_ZOAH+014D3B	<!A0>の前だ
dialog	1		14	6	TWN_CARA+009D34	<!A1>かりそうだよ
dialog	1		4	1	TWN_CARA+016A3D	<!A2>さ
dialog	1		16	7	TWN_CARA+0169FB	<!A3>は死んじまった
dialog	1		14	6	FLD_B5+00AFE1	<!A6>いそうだな)
dialog	1		18	8	TWN_ZOAH+03DD74	<!A6>いたいはそうだな
dialog	1		4	1	TWN_ZOAH+022FD5	<!A6>ぜ
dialog	1		4	1	TWN_ZOAH+019514	<!A6>？
dialog	1		8	3	TWN_SEEK+015CDA	<!A8>なのだ
dialog	1		8	3	TWN_SEEK+012373	<!A9>あり…
dialog	1		10	4	TWN_ZOAH+01D0BF	<!A9>はないぞ
dialog	1		14	6	TWN_ZOAH+03E38B	<!A9>手に入れた？
dialog	1		4	1	TWN_ZOAH+01C6EF	<!A9>？
dialog	1		12	5	TWN_CAMP+00D3DF	<!AA>うやって？
dialog	1		4	1	TWN_ZOAH+02F9FF	<!AA>な
dialog	1		10	4	TWN_CAMP+00D933	<!B0>い男だぜ
dialog	1		6	2	TWN_ZOAH+02ACE3	<!B1>れ液
dialog	1		12	5	TWN_ZOAH+013DFE	<!BA>ねえのか？
dialog	1		8	3	TWN_ZOAH+0193BD	<!BA>ねえよ
dialog	1		16	7	FLD_A5+00D74A	<!BD>すぐ飛ぶだけだ
dialog	1		4	1	TWN_CAMP+00E56E	<!BD>た
dialog	1		6	2	TWN_CAMP+00CB81	<!BD>たな
dialog	1		8	3	TWN_SEEK+0153C7	<!BD>たのは
dialog	1		20	9	TWN_ZOAH+013489	<!BD>てのは、おまえか？
dialog	1		6	2	TWN_CARA+016DE4	<!BD>てよ
dialog	1		10	4	TWN_CAMP+00D7E3	<!BD>てるのさ
dialog	1		4	1	TWN_ZOAH+0229CE	<!C0>だ
dialog	1		6	2	FLD_B6+00AD8B	<!D4>した
dialog	1		10	4	TWN_ZOAH+0185A2	<!DA>えときな
dialog	1		8	3	FLD_C8+014F36	<!DE>内部)
dialog	1		10	4	TWN_ZOAH+023DA5	<!EC>き物でな
dialog	1		4	1	TWN_CARA+00630C	<!F8>だ
dialog	1		4	1	FLD_A3+008E5C	<!FE><!96>セ
dialog	1		16	7	TWN_ZOAH+01E555	<!FF>た子なんだもの
dialog	1		4	2	FLD_D2+007F9C	<!FF>モョ
dialog	1		38	18	FLD_D2+007FA0	<01>(この扉の向こうには何があるんだ？)
dialog	1		34	16	FLD_D3+005704	<01>(どこかで見た事があるような…)
dialog	1		26	12	FLD_A3+008E60	<01>(帝国軍のトロッコか？)
dialog	1		35	16	TWN_ZOAH+028C71	<01><01>(若い女の人が掃除をしている…)
dialog	1		15	12	TWN_SEEK+00977D	<01><01>イスエクスゆりわもョ。ォ
dialog	1		19	13	TWN_SEEK+00E659	<01><10><09><05>ホ<01>イスー・スゆゆよもョ。ォ
dialog	1		19	13	TWN_ZOAH+034439	<01><10><09><05>リ<01>イスー「スゆゆよもョ。ォ
ui	1		6	2	FLAGEDIT+00137B	<01>\n<05>。ッ
ui	1		6	2	FLAGEDIT+001383	<01>\n<05>。ハ
ui	1		6	2	FLAGEDIT+00138B	<01>\n<05>。ン
ui	1		6	2	FLAGEDIT+001373	<01>\n<05>。？
ui	1		6	2	MENUEN+003073	<01>\n<05>ホカ
ui	1		6	2	MENUEN+00307B	<01>\n<05>ホサ
dialog	1		4	1	TWN_ZOAH+02EF9F	<01>み<01>
dialog	1		11	6	FLD_B6+00B41C	<02>る<1E>＋<1E>。<1E>「ュひ
dialog	1		30	13	BTL_T0+054C61	<03><01>アイテムアイコンを選択せよ<03>
dialog	1		16	6	BTL_T0+054B55	<03><01>何か行動せよ<03>
dialog	1		24	10	BTL_T0+054B7F	<03><01>敵の前方向に移動せよ<03>
dialog	1		24	10	BTL_T0+054BAF	<03><01>敵の右方向に移動せよ<03>
dialog	1		27	11	FLD_A5+00F75B	<03><04>口口口<05>START<05>口口口
dialog	1		20	8	FLD_B5+00927B	<03><05>プロテクトキー1<03>
dialog	1		20	8	FLD_B5+0093C6	<03><05>プロテクトキー2<03>
dialog	1		20	8	FLD_B5+009729	<03><05>プロテクトキー3<03>
dialog	1		26	11	FLD_A3+0099D3	<03>\n(フルゲージ クラス)<03>
dialog	1		24	10	FLD_A7+00740E	<03>\n(フルゲージクラス)<03>
dialog	1		26	11	FLD_C8+01386F	<03>\n1号機ローター・パイル<03>
dialog	1		26	11	FLD_C8+01398A	<03>\n2号機ローター・パイル<03>
dialog	1		26	11	FLD_C8+013D24	<03>\n3号機ローター・パイル<03>
dialog	1		26	11	FLD_C8+014206	<03>\n4号機ローター・パイル<03>
dialog	1		26	11	FLD_C8+01425E	<03>\n5号機ローター・パイル<03>
dialog	1		26	11	FLD_C8+0142B6	<03>\n6号機ローター・パイル<03>
dialog	1		30	13	FLD_A3+009898	<03>\nAGILITY CLASS<03>
dialog	1		28	12	FLD_A3+009601	<03>\nATTACK CLASS<03>
dialog	1		30	13	FLD_A3+0097D4	<03>\nDEFENSE CLASS<03>
dialog	1		26	11	FLD_A3+009D2B	<03>\nEXCELLENT！！<03>
dialog	1		36	16	FLD_A7+0073EA	<03>\nFULLーGAUGE CLASS<03>
dialog	1		24	10	FLD_A3+009E79	<03>\nHARD FIGHT<03>
dialog	1		24	10	FLD_A3+009E1F	<03>\nNICE FIGHT<03>
dialog	1		28	12	BTL_T0+054A4A	<03>\nPOISON(ポイズン)<03>
dialog	1		34	15	FLD_A3+0096BC	<03>\nSPIRITUAL CLASS<03>
dialog	1		26	11	FLD_A3+009ED9	<03>\nTOUGH FIGHT<03>
dialog	1		24	10	FLD_A3+009DA4	<03>\nVERY GOOD！<03>
dialog	1		26	11	BTL_T0+0548C7	<03>\n「STUN(スタン)」<03>
dialog	1		14	5	TWN_SEEK+0125BC	<03>\nセストレン<03>
dialog	1		14	5	BTL_T0+054514	<03>\nバーサーク<03>
dialog	1		22	9	BTL_T0+0542AA	<03>\nホーミングレーザー<03>
dialog	1		10	3	FLD_A7+006F3F	<03>\n心技力<03>
dialog	1		10	3	FLD_A7+006EF0	<03>\n攻撃力<03>
dialog	1		10	3	FLD_A7+006FE2	<03>\n機動力<03>
dialog	1		16	6	FLD_C2+00ADDC	<03>\n特0号噴進弾<03>
dialog	1		14	5	FLD_A7+006D5E	<03>\n補修ビット<03>
dialog	1		12	4	FLD_A7+006BEB	<03>\n転送装置<03>
dialog	1		6	1	BTL_T0+054400	<03>\n銃<03>
dialog	1		10	3	FLD_A7+006FA7	<03>\n防御力<03>
dialog	1		8	1	TWN_ZOAH+00B24F	<09>\n<05><!F2>ツ<1B><09>
dialog	1		8	1	TWN_ZOAH+00B25F	<09>\n<05><!F2>ヨ<1B><09>
dialog	1		7	2	TWN_RUIN+0007EF	<09>\n<05>「フ<07>
dialog	1		16	3	TWN_EXCA+000C27	<09>\n<05>ェめ<01><19><1B><09>\n<05>ュ<0F><02><09>
dialog	1		9	2	TWN_EXCA+000C4F	<09>\n<05>ェウ<01><19><07>
dialog	1		8	2	TWN_EXCA+000C5F	<09>\n<05>ェメ<1B><09>
dialog	1		8	2	TWN_EXCA+000C6F	<09>\n<05>ェレ<1B><09>
dialog	1		8	2	TWN_EXCA+0018AF	<09>\n<05>クむ<02><09>
dialog	1		17	7	TWN_RUIN+0007F7	<09>\n<05>ヤぬ<01>遣跡最下層
dialog	1		8	2	TWN_EXCA+000C3B	<09>\n<05>ュの<02><09>
dialog	1		8	2	TWN_EXCA+000C67	<09>\n<05>ュァ<03><09>
dialog	1		8	2	TWN_EXCA+000C77	<09>\n<05>ュコ<02><09>
dialog	1		19	13	TWN_CARA+005CFB	<09>\n<07>)<!CC><01>イスーキスゆゆらもョ。ォ
dialog	1		20	13	TWN_CARA+01647B	<09>\n<07>)<!CC><1D><01>イスェースゆゆりもョ。ォ
dialog	1		8	1	TWN_ZOAH+02937B	<09>\n<07><!D3>神<07>
dialog	1		8	1	TWN_ZOAH+01C93F	<09>\n<07><09>」<01><07>
dialog	1		12	3	TWN_ZOAH+01D027	<09>\n<07><13>「も<09><01>む<1D><1B>
dialog	1		8	1	TWN_ZOAH+01D033	<09>\n<07><13>チ\n<09>
dialog	1		36	15	TWN_SEEK+01215B	<09>\n<07>に<05><1D><01>(調べものをしているようだ)
dialog	1		8	2	TWN_ZOAH+01E627	<09>\n<07>ひめ<01><07>
dialog	1		19	13	TWN_SEEK+00B7FB	<09>\n<07>ョ<10><01>イスョイスゆれろもョ。ォ
dialog	1		8	1	TWN_ZOAH+038F63	<09>\n<08><!CF>ヌ<01><07>
dialog	1		8	1	FLD_A5+032E5F	<09>\n<08>ヒ<!99><02><09>
dialog	1		8	2	FLD_A5+032E4B	<09>\n<08>ヒ索<09>
dialog	1		8	3	FLD_A5+032E57	<09>\n<08>フヌふ<09>
dialog	1		8	3	FLD_A5+032E43	<09>\n<08>フョふ<09>
dialog	1		8	2	FLD_A5+032E6F	<09>\n<08>ホ、<02><09>
dialog	1		8	2	TWN_ZOAH+033B1B	<09>\n<08>ルに<01><07>
dialog	1		8	2	TWN_ZOAH+00B247	<09>\n<09>ソ…<05><09>
dialog	1		24	13	TWN_ZOAH+01D03B	<09>\n<09>ヤ<!CD><1D><10><05><1A><1A><01>イス「ォスゆゆよもョ。ォ
dialog	1		8	1	TWN_ZOAH+00B257	<09>\n\n』<!EA><03><09>
dialog	1		8	2	TWN_SEEK+00EC37	<09>\n\nむ『<01><07>
dialog	1		8	1	TWN_ZOAH+00B267	<09>\n\n！<05><02><09>
dialog	1		8	2	TWN_ZOAH+00B273	<09>\n\n！ひ<02><09>
dialog	1		8	2	TWN_ZOAH+00FF4F	<09>\n\n！ウ<01><07>
dialog	1		26	12	TWN_CAMP+00E1FF	<09>たちのやるべき事をやる…
dialog	1		12	7	FLD_B2+00E397	<0B>ゆニわニ・<11><!8B><02>セ。
dialog	1		6	4	FLD_B2+00E3A3	<0B>ゆハセア
dialog	1		8	3	TWN_CARA+0165EB	<0C>たりな
dialog	1		22	10	TWN_CARA+009655	<0C>ったら、見せてくれよ
dialog	1		4	1	TWN_CARA+017D70	<0C>る
ui	1		6	2	MENUEN+003083	<0D>\n<05>ホト
dialog	1		6	2	TWN_ZOAH+023A37	<0D>し…
dialog	1		16	7	TWN_ZOAH+023178	<0D>すんじゃねえよ
dialog	1		4	1	TWN_ZOAH+01D127	<0D>ぞ
dialog	1		6	2	FLD_B6+00A955	<0D>ぞ…
dialog	1		4	1	TWN_SEEK+015FD7	<0D>る
dialog	1		8	3	TWN_ZOAH+02F1B1	<0D>る…)
dialog	1		10	4	TWN_CARA+006132	<0D>るらしい
dialog	1		10	4	TWN_ZOAH+032F2C	<0D>るんだ…
dialog	1		16	7	TWN_CAMP+00CF54	<0D>方知ってるか？
dialog	1		4	1	TWN_ZOAH+019300	<0E>ぜ
dialog	1		6	2	FLD_A5+00D458	<0E>ぜ！
dialog	1		6	2	TWN_ZOAH+018DEE	<0E>だ)
dialog	1		4	1	TWN_ZOAH+03E51A	<0E>な
dialog	1		6	2	TWN_ZOAH+0331F9	<0E>？)
dialog	1		6	2	TWN_ZOAH+013510	<0F>か？
dialog	1		6	2	TWN_ZOAH+019088	<0F>しな
dialog	1		10	4	TWN_ZOAH+019695	<0F>つだけさ
dialog	1		24	11	TWN_ZOAH+01C2CE	<0F>ないようにしてるのか…
dialog	1		8	3	TWN_ZOAH+03769E	<0F>るから
ui	1		6	2	MENUEN+003B37	<10>\n<05>ルの
dialog	1		12	5	TWN_ZOAH+02F45D	<11>、おまえ？
dialog	1		4	1	TWN_ZOAH+02F20A	<11>ら
dialog	1		6	2	TWN_CARA+017384	<11>ら…
dialog	1		6	2	TWN_ZOAH+023606	<12>っと
dialog	1		4	1	TWN_ZOAH+03459A	<12>よ
dialog	1		6	2	TWN_ZOAH+00F12F	<13>れる
dialog	1		4	1	FLD_C8+012EA9	<14>て
dialog	1		4	1	TWN_CAMP+00DD4F	<14>ど
dialog	1		12	5	TWN_CAMP+00CB47	<14>やがったな
dialog	1		10	4	TWN_ZOAH+02B201	<15>とがある
dialog	1		6	2	TWN_CARA+01721B	<15>とさ
dialog	1		6	2	TWN_SEEK+0152DD	<15>とだ
dialog	1		14	6	FLD_C8+0144AC	<16>れているのよ
dialog	1		8	3	TWN_CARA+00626C	<17>い…)
dialog	1		6	2	TWN_CARA+016BFA	<17>いぜ
dialog	1		10	4	TWN_ZOAH+01C6C2	<17>いので？
dialog	1		10	4	TWN_CARA+006451	<17>ておいた
dialog	1		4	1	TWN_ZOAH+01C65E	<18>が
dialog	1		4	1	TWN_ZOAH+01C5D7	<18>る
dialog	1		8	3	TWN_CARA+009D6A	<1A>うだよ
dialog	1		10	4	FLD_A3+0092BB	<1B>い方向を
dialog	1		8	3	TWN_ZOAH+019464	<1B>から…
dialog	1		8	3	TWN_ZOAH+0305DA	<1B>からな
dialog	1		8	3	TWN_ZOAH+01C43D	<1B>そうだ
dialog	1		6	2	TWN_SEEK+0153FD	<1B>のは
dialog	1		10	4	TWN_CAMP+00DCF1	<1B>んだけど
dialog	1		8	3	TWN_ZOAH+02AEC5	<1D>だろう
dialog	1		10	4	FLD_C8+012F02	<1E>いるぞ…
dialog	1		14	6	TWN_CARA+017E10	<1E>ほしいそうだ
dialog	1		4	1	TWN_SEEK+00C415	<1E>よ
dialog	1		6	2	FLD_A5+00D4AF	<1E>るな
dialog	1		16	7	FLD_C8+013361	<1E>機能解除される
dialog	1		6	2	TWN_CARA+016818	<1E>話だ
dialog	1		4	1	TWN_ZOAH+02B58E	<1F>だ
dialog	1		14	6	TWN_CARA+016EC4	<1F>っといてくれ
dialog	1		10	4	TWN_CAMP+00F1B1	<1F>思ってる
dialog	1		10	4	FLD_A3+009596	<1F>連続攻撃
ui	1		16	7	WORLD+0055EF	BOX<05>GAME
ui	1		13	6	MENUEN+005AF7	B・レーザー
ui	1		3	1	MENUEN+001E5B	Dn
ui	1		23	11	MENUEN+001F99	EXCELLENT！！
ui	1		9	4	WORLD+0055FF	EXIT
ui	1		3	1	MENUEN+001E5E	EXP
ui	1		21	10	MENUEN+001F5A	HARD FIGHT
ui	1		3	1	MENUEN+001E58	Kn
ui	1		3	1	MENUEN+001E55	Ln
ui	1		21	10	MENUEN+001F6F	NICE FIGHT
dialog	1		17	8	1ST_READ+03D337	NO BLOCK
dialog	1		15	7	1ST_READ+03D328	NO DATA
ui	1		23	11	MENUEN+001F43	TOUGH FIGHT
ui	1		21	10	MENUEN+001F84	VERY GOOD！
dialog	1		78	37	FLD_A3+009DD1	\n2番目に高い評価。\n得られる経験値はやや多い。\nアイテムを入手することもある。
dialog	1		43	20	FLD_A3+009E4E	\n3番目に高い評価。\n得られる経験値は普通。
dialog	1		49	23	FLD_A3+009EA8	\n4番目に高い評価。\n得られる経験値はやや少ない。
dialog	1		27	11	FLD_A3+0098B6	\n<03>\n(アジリティ クラス)<03>
dialog	1		25	10	FLD_A3+00961D	\n<03>\n(アタック クラス)<03>
dialog	1		27	11	FLD_A3+009A08	\n<03>\n(エクストラ クラス)<03>
dialog	1		21	8	FLD_A3+009D45	\n<03>\n(エクセレント)<03>
dialog	1		31	13	FLD_A3+0096DE	\n<03>\n(スピリチュアル クラス)<03>
dialog	1		21	8	FLD_A3+009EF3	\n<03>\n(タフファイト)<03>
dialog	1		29	12	FLD_A3+0097F2	\n<03>\n(ディフェンス クラス)<03>
dialog	1		23	9	FLD_A3+009E37	\n<03>\n(ナイスファイト)<03>
dialog	1		23	9	FLD_A3+009E91	\n<03>\n(ハードファイト)<03>
dialog	1		21	8	FLD_A3+009DBC	\n<03>\n(ベリーグッド)<03>
dialog	1		27	11	FLD_A3+0099ED	\n<03>\nEXTRA CLASS<03>
ui	1		23	10	MENUEN+0028B0	\n<05>ケ<14>\n<05>ケェ\n<05>コヨ\n<05>サシクルル
dialog	1		8	3	BTL_A7_2+050DF8	\n<05>シを\n<05>ス
dialog	1		11	7	BTL_A7_2+050E00	\n<05>セ<!8A>ャューォスォ
ui	1		5	2	MENUEN+00306C	\n<05>ホッ
ui	1		5	1	MENUEN+003B30	\n<05>ル<1D>
dialog	1		51	24	FLD_A3+00980F	\nHPを回復したり\nバリアを張ったりするバーサーク。
dialog	1		101	48	BTL_T0+054406	\nエッジの通常攻撃。\n方向ボタンで照準を動かして\n敵を狙い撃ちできる。\nただし、一度に撃てるのは1ヶ所。
dialog	1		62	29	BTL_T0+054522	\nドラゴンの特殊行動。\n敵の防御力を無視した\n強力な攻撃を行う。
dialog	1		95	45	BTL_T0+0542C0	\nドラゴンの通常攻撃。\n複数のレーザーを発射する。\n一度に発射できるレーザーの数には\n制限がある。
dialog	1		103	49	BTL_T0+0548E1	\nマヒ状態になったドラゴンは\nレーザーやバーサークを封じられ\n位置取り以外の行動が\nできなくなってしまう。
dialog	1		62	29	FLD_A3+0098D1	\n敵を一定回数攻撃したり\n戦闘の補助を行ったりする\nバーサーク。
dialog	1		84	40	FLD_A3+0096FD	\n敵全体を攻撃するバーサーク。\n敵との距離に関係なく\nそれぞれに一定ダメージを与える。
dialog	1		92	44	FLD_A3+009636	\n敵全体を攻撃するバーサーク。\n近くの敵にはダメージが大きいが\n遠ざかるほどダメージは弱まる。
dialog	1		45	21	FLD_A3+009F08	\n最も低い評価。\n得られる経験値は最も少ない。
dialog	1		74	35	FLD_A3+009D5A	\n最も高い評価。\n得られる経験値は最も多い。\nアイテムを入手することもある。
dialog	1		16	6	FLD_B6+00ACB5	…<03>\n1番ゲート<03>
slot	1	41	39	19	FLD_B5+00AEAB	………………………………………………■
slot	1	41	39	19	FLD_B5+00AE82	……………………………………………■ 
slot	1	41	39	19	FLD_B5+00AE59	…………………………………………■  
slot	1	41	39	19	FLD_B5+00AE30	………………………………………■   
slot	1	41	39	19	FLD_B5+00AE07	……………………………………■    
slot	1	41	39	19	FLD_B5+00ADDE	…………………………………■     
slot	1	41	39	19	FLD_B5+00ADB5	………………………………■      
